EXP_id	Herb/ingredient_id	Herb/ingredient_name	Herb/ingredient	GSE_id	Organism	Strain	Tissue	Cell_Type	Cell_line	Experiment_type	Sequence_type	Experiment_subject	Experiment_subject_detail	Experiment_special_pretreatment	Control_condition	Control_samples	Treatment_condition	Treatment_samples	Drug_delivery	Plat_info
HBEXP000060	HERB005427	TI MU CAO;梯牧草;Timothy;Phleum pratense	Herb	GSE43497	Homo sapiens		Peripheral blood	CD4+ T cell		Expression profiling by array	Total RNA	human cellline	Peripheral blood; CD4+ T cell	/	control at 3 hours	GSM1064181; GSM1064195; GSM1064203; GSM1064211; GSM1064219; GSM1064227; GSM1064235; GSM1064243; GSM1064251; GSM1064259; GSM1064267	timothy grass pollen at 3h	GSM1064177; GSM1064185; GSM1064191; GSM1064199; GSM1064207; GSM1064215; GSM1064223; GSM1064231; GSM1064239; GSM1064247; GSM1064255; GSM1064263	treated	GPL6244:[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
HBEXP000061	HERB005427	TI MU CAO;梯牧草;Timothy;Phleum pratense	Herb	GSE43497	Homo sapiens		Peripheral blood	CD4+ T cell		Expression profiling by array	Total RNA	human cellline	Peripheral blood; CD4+ T cell	/	control at 6  hours	GSM1064182; GSM1064196; GSM1064204; GSM1064212; GSM1064220; GSM1064228; GSM1064236; GSM1064244; GSM1064252; GSM1064260; GSM1064268	timothy grass pollen at 6h	GSM1064178; GSM1064186; GSM1064192; GSM1064200; GSM1064208; GSM1064216; GSM1064224; GSM1064232; GSM1064240; GSM1064248; GSM1064256; GSM1064264	treated	GPL6244:[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
HBEXP000062	HERB005427	TI MU CAO;梯牧草;Timothy;Phleum pratense	Herb	GSE43497	Homo sapiens		Peripheral blood	CD4+ T cell		Expression profiling by array	Total RNA	human cellline	Peripheral blood; CD4+ T cell	/	control at 24 hours	GSM1064183; GSM1064189; GSM1064197; GSM1064205; GSM1064213; GSM1064221; GSM1064229; GSM1064237; GSM1064245; GSM1064253; GSM1064261; GSM1064269	timothy grass pollen at 24h	GSM1064179; GSM1064187; GSM1064193; GSM1064201; GSM1064209; GSM1064217; GSM1064225; GSM1064233; GSM1064241; GSM1064249; GSM1064257; GSM1064265	treated	GPL6244:[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
HBEXP000063	HERB005427	TI MU CAO;梯牧草;Timothy;Phleum pratense	Herb	GSE43497	Homo sapiens		Peripheral blood	CD4+ T cell		Expression profiling by array	Total RNA	human cellline	Peripheral blood; CD4+ T cell	/	control at time Base	GSM1064274; GSM1064282; GSM1064290; GSM1064298; GSM1064306; GSM1064314; GSM1064322; GSM1064330; GSM1064338; GSM1064346; GSM1064354; GSM1064362; 	timothy grass pollen at time Base	GSM1064270; GSM1064278; GSM1064286; GSM1064294; GSM1064302; GSM1064310; GSM1064318; GSM1064326; GSM1064334; GSM1064342; GSM1064350; GSM1064358; 	treated	GPL6244:[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
HBEXP000064	HERB005427	TI MU CAO;梯牧草;Timothy;Phleum pratense	Herb	GSE43497	Homo sapiens		Peripheral blood	CD4+ T cell		Expression profiling by array	Total RNA	human cellline	Peripheral blood; CD4+ T cell	/	control at 3 hours	GSM1064275; GSM1064283; GSM1064291; GSM1064299; GSM1064307; GSM1064315; GSM1064323; GSM1064331; GSM1064339; GSM1064347; GSM1064355; GSM1064363; 	timothy grass pollen at 3h	GSM1064271; GSM1064279; GSM1064287; GSM1064295; GSM1064303; GSM1064311; GSM1064319; GSM1064327; GSM1064335; GSM1064343; GSM1064351; GSM1064359; 	treated	GPL6244:[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
HBEXP000065	HERB005427	TI MU CAO;梯牧草;Timothy;Phleum pratense	Herb	GSE43497	Homo sapiens		Peripheral blood	CD4+ T cell		Expression profiling by array	Total RNA	human cellline	Peripheral blood; CD4+ T cell	/	control at 6  hours	GSM1064276; GSM1064284; GSM1064292; GSM1064300; GSM1064308; GSM1064316; GSM1064324; GSM1064332; GSM1064340; GSM1064348; GSM1064356; GSM1064364; 	timothy grass pollen at 6h	GSM1064272; GSM1064280; GSM1064288; GSM1064296; GSM1064304; GSM1064312; GSM1064320; GSM1064328; GSM1064336; GSM1064344; GSM1064352; GSM1064360; 	treated	GPL6244:[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
HBEXP000066	HERB005427	TI MU CAO;梯牧草;Timothy;Phleum pratense	Herb	GSE43497	Homo sapiens		Peripheral blood	CD4+ T cell		Expression profiling by array	Total RNA	human cellline	Peripheral blood; CD4+ T cell	/	control at 24 hours	GSM1064277; GSM1064285; GSM1064293; GSM1064301; GSM1064309; GSM1064317; GSM1064325; GSM1064333; GSM1064341; GSM1064349; GSM1064357; GSM1064365; 	timothy grass pollen at 24h	GSM1064273; GSM1064281; GSM1064289; GSM1064297; GSM1064305; GSM1064313; GSM1064321; GSM1064329; GSM1064337; GSM1064345; GSM1064353; GSM1064361; 	treated	GPL6244:[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
HBEXP000067	HERB006326	YA MA ZI;亚麻子;Linseed;Semen Lini	Herb	GSE73290	Mus musculus	C57BL/6J	Liver			Expression profiling by array	Total RNA	mouse	C57BL/6J; Liver	male C57BL/6J mice	control	GSM1890195; GSM1890196; GSM1890197; GSM1890198; GSM1890199; GSM1890200; GSM1890201; GSM1890202; GSM1890203; GSM1890204	fed during 5 weeks linseed oil	GSM1890187; GSM1890188; GSM1890189; GSM1890190; GSM1890191; GSM1890192; GSM1890193; GSM1890194	feed	GPL11202:Agilent-026655 Whole Mouse Genome Microarray 4x44K v2 (Probe Name version)
HBEXP000068	HERB006364	YAN QU MEI;烟曲霉;NA;Aspergillus fumigatus	Herb	GSE16628	Homo sapiens			Bronchial epithelial cell	16HBE	Expression profiling by array	Total RNA	human cellline	Bronchial epithelial cell; 16HBE	/	control	GSM417467; GSM417468; GSM417469; GSM417470	in the presence or absence of A. fumigatus conidiospores for 6h	GSM417471; GSM417472; GSM417473; GSM417474	treated	GPL6480:Agilent-014850 Whole Human Genome Microarray 4x44K G4112F (Probe Name version)
HBEXP000069	HERB006364	YAN QU MEI;烟曲霉;NA;Aspergillus fumigatus	Herb	GSE16637	Homo sapiens			Bronchial epithelial cell	16HBE	Expression profiling by array	Total RNA	human cellline	Bronchial epithelial cell; 16HBE	/	control	GSM417471; GSM417472; GSM417473; GSM417474	interactions between Aspergillus fumigatus conidiospores and human bronchial epithelial cells	GSM417494; GSM417495; GSM417496; GSM417497	treated	GPL5346:JCVI PFGRC Aspergillus fumigatus 22K v3 array designed primarily based on strain Af293;GPL6480:Agilent-014850 Whole Human Genome Microarray 4x44K G4112F (Probe Name version)
HBEXP000070	HERB006364	YAN QU MEI;烟曲霉;NA;Aspergillus fumigatus	Herb	GSE28258	Mus musculus	BALB/c	Spleen			Expression profiling by array	Total RNA	mouse	BALB/c; Spleen	/	control	GSM699447; GSM699448; GSM699449; GSM699450; GSM699451; GSM699452; GSM699453; GSM699454; GSM699455	Aspergillus fumigatus (A. fumigatus)-sensitized mice	GSM699456; GSM699457; GSM699458; GSM699459; GSM699460; GSM699461; GSM699462	treated	GPL13166:Mouse alternative splice junctions array
HBEXP000071	HERB006364	YAN QU MEI;烟曲霉;NA;Aspergillus fumigatus	Herb	GSE28806	Homo sapiens			Lung cancer	A549	Expression profiling by array	Total RNA	human cellline	Lung cancer; A549	/	control	GSM713366; GSM713369; GSM713372	human alveolar epithelial after after 3h co-cultivation with Aspergillus fumigatus	GSM713367; GSM713370; GSM713373	cultivated	GPL10270:Operon Oligonucleotide Set Innate Immunity and Aspergillosis
HBEXP000072	HERB006364	YAN QU MEI;烟曲霉;NA;Aspergillus fumigatus	Herb	GSE28806	Homo sapiens			Lung cancer	A549	Expression profiling by array	Total RNA	human cellline	Lung cancer; A549	/	control	GSM713366; GSM713369; GSM713372	human alveolar epithelial after after 6h co-cultivation with Aspergillus fumigatus	GSM713368; GSM713371; GSM713374	cultivated	GPL10270:Operon Oligonucleotide Set Innate Immunity and Aspergillosis
HBEXP000073	HERB006364	YAN QU MEI;烟曲霉;NA;Aspergillus fumigatus	Herb	GSE28806	Homo sapiens			Endothelial cell	HPAEC	Expression profiling by array	Total RNA	human cellline	Endothelial cell; HPAEC	/	control	GSM713375; GSM713381; GSM713387	human alveolar endotheliuml after 3h co-cultivation with Aspergillus fumigatus	GSM713376; GSM713382; GSM713388	cultivated	GPL10270:Operon Oligonucleotide Set Innate Immunity and Aspergillosis
HBEXP000074	HERB006364	YAN QU MEI;烟曲霉;NA;Aspergillus fumigatus	Herb	GSE28806	Homo sapiens			Endothelial cell	HPAEC	Expression profiling by array	Total RNA	human cellline	Endothelial cell; HPAEC	/	control	GSM713375; GSM713381; GSM713387	human alveolar endotheliuml after 6h co-cultivation with Aspergillus fumigatus	GSM713377; GSM713383; GSM713389	cultivated	GPL10270:Operon Oligonucleotide Set Innate Immunity and Aspergillosis
HBEXP000075	HERB006364	YAN QU MEI;烟曲霉;NA;Aspergillus fumigatus	Herb	GSE28806	Homo sapiens			Endothelial cell	HPAEC	Expression profiling by array	Total RNA	human cellline	Endothelial cell; HPAEC	/	control	GSM713378; GSM713384	human alveolar endotheliuml after 3h co-cultivation with Aspergillus fumigatus	GSM713379; GSM713385; GSM713390	cultivated	GPL10270:Operon Oligonucleotide Set Innate Immunity and Aspergillosis
HBEXP000076	HERB006364	YAN QU MEI;烟曲霉;NA;Aspergillus fumigatus	Herb	GSE28806	Homo sapiens			Endothelial cell	HPAEC	Expression profiling by array	Total RNA	human cellline	Endothelial cell; HPAEC	/	control	GSM713378; GSM713384	human alveolar endotheliuml after 6h co-cultivation with Aspergillus fumigatus	GSM713380; GSM713386; GSM713391	cultivated	GPL10270:Operon Oligonucleotide Set Innate Immunity and Aspergillosis
HBEXP000077	HERB006364	YAN QU MEI;烟曲霉;NA;Aspergillus fumigatus	Herb	GSE34884	Homo sapiens		Peripheral blood	Myeloid dendritic cell		Expression profiling by array	Total RNA	human cellline	Peripheral blood; Myeloid dendritic cell	/	control(wildtype)	GSM857129; GSM857130; GSM857131	co-cultured with conidia (con) of Aspergillus fumigatus knockout (rodA) for 6h	GSM857123; GSM857124; GSM857125	treated	GPL15090:Operon Oligonucleotide Set Innate Immunity and Aspergillosis 7MM
HBEXP000078	HERB006364	YAN QU MEI;烟曲霉;NA;Aspergillus fumigatus	Herb	GSE34884	Homo sapiens		Peripheral blood	Myeloid dendritic cell		Expression profiling by array	Total RNA	human cellline	Peripheral blood; Myeloid dendritic cell	/	control(wildtype)	GSM857132; GSM857133; GSM857134	co-cultured with germlings (ks) of Aspergillus fumigatus knockout (mitA) for 6h	GSM857117; GSM857118; GSM857119	treated	GPL15090:Operon Oligonucleotide Set Innate Immunity and Aspergillosis 7MM
HBEXP000079	HERB006364	YAN QU MEI;烟曲霉;NA;Aspergillus fumigatus	Herb	GSE34884	Homo sapiens		Peripheral blood	Myeloid dendritic cell		Expression profiling by array	Total RNA	human cellline	Peripheral blood; Myeloid dendritic cell	/	control(wildtype)	GSM857132; GSM857133; GSM857134	co-cultured with germlings (ks) of Aspergillus fumigatus knockout (mnt1) for 6h	GSM857120; GSM857121; GSM857122	treated	GPL15090:Operon Oligonucleotide Set Innate Immunity and Aspergillosis 7MM
HBEXP000080	HERB006364	YAN QU MEI;烟曲霉;NA;Aspergillus fumigatus	Herb	GSE34884	Homo sapiens		Peripheral blood	Myeloid dendritic cell		Expression profiling by array	Total RNA	human cellline	Peripheral blood; Myeloid dendritic cell	/	control(wildtype)	GSM857132; GSM857133; GSM857134	co-cultured with germlings (ks) of Aspergillus fumigatus knockout (rodA) for 6h	GSM857126; GSM857127; GSM857128	treated	GPL15090:Operon Oligonucleotide Set Innate Immunity and Aspergillosis 7MM
HBEXP000081	HERB006364	YAN QU MEI;烟曲霉;NA;Aspergillus fumigatus	Herb	GSE55467	Homo sapiens		Peripheral blood	pDC		Expression profiling by array	Total RNA	human cellline	Peripheral blood; pDC	/	control	GSM1337398; GSM1337399; GSM1337400	Aspergillus fumigatus for 2h	GSM1337401; GSM1337402; GSM1337403	treated	GPL16686:[HuGene-2_0-st] Affymetrix Human Gene 2.0 ST Array [transcript (gene) version]
HBEXP000082	HERB006364	YAN QU MEI;烟曲霉;NA;Aspergillus fumigatus	Herb	GSE55467	Homo sapiens		Peripheral blood	pDC		Expression profiling by array	Total RNA	human cellline	Peripheral blood; pDC	/	control	GSM1337398; GSM1337399; GSM1337400	Aspergillus fumigatus for 4h	GSM1337404; GSM1337405; GSM1337406	treated	GPL16686:[HuGene-2_0-st] Affymetrix Human Gene 2.0 ST Array [transcript (gene) version]
HBEXP000083	HERB006364	YAN QU MEI;烟曲霉;NA;Aspergillus fumigatus	Herb	GSE60729	Homo sapiens		Peripheral blood	Dendritic cell		Expression profiling by array	Total RNA	human cellline	Peripheral blood; Dendritic cell	/	control	GSM1486351; GSM1486352; GSM1486353	Aspergillus fumigatus	GSM1846354; GSM1846355; GSM1846356	cultivated	GPL13667:[HG-U219] Affymetrix Human Genome U219 Array
HBEXP000084	HERB006364	YAN QU MEI;烟曲霉;NA;Aspergillus fumigatus	Herb	GSE61955	Homo sapiens		Lung	NHBE		Expression profiling by high throughput sequencing	Total RNA	human cellline	Lung; NHBE	/	control	GSM1517651; GSM1517652	Aspergillus fumigatus infection 2h	GSM1517657; GSM1517658	treated	GPL11154:Illumina HiSeq 2000 (Homo sapiens)
HBEXP000085	HERB006364	YAN QU MEI;烟曲霉;NA;Aspergillus fumigatus	Herb	GSE69723	Homo sapiens		Peripheral blood	Dendritic cell		Expression profiling by array	Total RNA	human cellline	Peripheral blood; Dendritic cell	/	control	GSM1707882; GSM1707886; GSM1707890; GSM1707894	co-cultivated with Aspergillus fumigatus 46645 germ tubes for 6h	GSM1707885; GSM1707889; GSM1707893; GSM1707897	cultivated	GPL13667:[HG-U219] Affymetrix Human Genome U219 Array
HBEXP000086	HERB006364	YAN QU MEI;烟曲霉;NA;Aspergillus fumigatus	Herb	GSE74924	Homo sapiens		Peripheral blood	Macrophage		Expression profiling by high throughput sequencing	mRNA	human cellline	Peripheral blood; Macrophage	/	control	GSM1937826; GSM1937827; GSM1937828; GSM1937829; GSM1937830	1 hour stimulation with live Aspergillus fumigatus with FK506 pre-treatment	GSM1937838; GSM1937839; GSM1937840; GSM1937841; GSM1937842	treated	GPL11154:Illumina HiSeq 2000 (Homo sapiens)
HBEXP000087	HERB006364	YAN QU MEI;烟曲霉;NA;Aspergillus fumigatus	Herb	GSE74924	Homo sapiens		Peripheral blood	Macrophage		Expression profiling by high throughput sequencing	mRNA	human cellline	Peripheral blood; Macrophage	/	control	GSM1937826; GSM1937827; GSM1937828; GSM1937829; GSM1937830	6 hour stimulation with live Aspergillus fumigatus	GSM1937850; GSM1937851; GSM1937852; GSM1937853; GSM1937854	treated	GPL11154:Illumina HiSeq 2000 (Homo sapiens)
HBEXP000088	HERB006364	YAN QU MEI;烟曲霉;NA;Aspergillus fumigatus	Herb	GSE77969	Homo sapiens		Peripheral blood	Dendritic cell		Expression profiling by array	Total RNA	human cellline	Peripheral blood; Dendritic cell	/	control	GSM2062979; GSM2062983; GSM2062987; GSM2062990	Aspergillus fumigatus 46645 germ tubes for 12h	GSM2062982; GSM2062986; GSM2062989; GSM2062993	treated	GPL13667:[HG-U219] Affymetrix Human Genome U219 Array
HBEXP000089	HERB006364	YAN QU MEI;烟曲霉;NA;Aspergillus fumigatus	Herb	GSE78000	Homo sapiens		Peripheral blood			Expression profiling by array	Total RNA	human cellline	Peripheral blood	/	control	GSM2064427; GSM2064428; GSM2064429; GSM2064430; GSM2064431; GSM2064432; GSM2064433; GSM2064434; GSM2064435	invasive aspergillosis (IA) was compared to patients	GSM2064391; GSM2064392; GSM2064393; GSM2064394; GSM2064395; GSM2064396; GSM2064397; GSM2064398; GSM2064399; GSM2064400; GSM2064401; GSM2064402; GSM2064403; GSM2064404; GSM2064405; GSM2064406; GSM2064407; GSM2064408; GSM2064409; GSM2064410; GSM2064411; GSM2064412; GSM2064413	treated	GPL21464:[HG-U219_Hs_ENTREZG_19] Affymetrix Human Genome U219 Array [CDF: Brainarray HGU219_Hs_ENTREZG_19.0.0]
HBEXP000090	HERB006364	YAN QU MEI;烟曲霉;NA;Aspergillus fumigatus	Herb	GSE84921	Homo sapiens		Peripheral blood	Dendritic cell		Expression profiling by array	Total RNA	human cellline	Peripheral blood; Dendritic cell	/	control	GSM2254220; GSM2254228; GSM2254236	after 6h of co-cultivation with Aspergillus fumigatus	GSM2254222; GSM2254230; GSM2254238	treated	GPL13667:[HG-U219] Affymetrix Human Genome U219 Array
HBEXP000091	HERB006364	YAN QU MEI;烟曲霉;NA;Aspergillus fumigatus	Herb	GSE84921	Homo sapiens		Peripheral blood	Macrophage		Expression profiling by array	Total RNA	human cellline	Peripheral blood; Macrophage	/	control	GSM2254224; GSM2254232; GSM2254240	after 6h of co-cultivation with Aspergillus fumigatus	GSM2254226; GSM2254234; GSM2254242	treated	GPL13667:[HG-U219] Affymetrix Human Genome U219 Array
HBEXP000092	HERB006666	YONG CHONG CAO;蛹虫草;Scarlet Caterpillar Fung us Equivalent plant: REN GONG YONG CHONG CAO;Cordyceps militaris	Herb	GSE81389	Mus musculus		Spleen			Expression profiling by array	Total RNA	mouse	Spleen	fed under the conditions with a relative humidity of 40-70%, at 20±1℃ and in a sterile environment for 1week	control	GSM2151620; GSM2151621; GSM2151622	Cordyceps militaris polypeptide were orally given 800 mg/kg once daily continuously for 45 days	GSM2151623; GSM2151624; GSM2151625	oral	GPL11202:Agilent-026655 Whole Mouse Genome Microarray 4x44K v2 (Probe Name version)
HBEXP000093	HERB006700	YOU ZONG;油棕;Oilpalm;Elaeis guineensis	Herb	GSE28824	Mus musculus	BALB/c	Liver			Expression profiling by array	Total RNA	mouse	BALB/c; Liver	/	distilled water and a normal diet for 6 weeks	GSM714006; GSM714007; GSM714008; GSM714009	oil palm phenolics and a normal diet for 6 weeks	GSM714010; GSM714011; GSM714012	given	GPL6422:Sentrix MouseRef-8 Expression BeadChip
HBEXP000094	HERB006700	YOU ZONG;油棕;Oilpalm;Elaeis guineensis	Herb	GSE28824	Mus musculus	BALB/c	Spleen			Expression profiling by array	Total RNA	mouse	BALB/c; Spleen	/	distilled water and a normal diet for 6 weeks	GSM714013; GSM714014; GSM714015; GSM714016	oil palm phenolics and a normal diet for 6 weeks	GSM714017; GSM714018; GSM714019; GSM714020	given	GPL6422:Sentrix MouseRef-8 Expression BeadChip
HBEXP000095	HERB006700	YOU ZONG;油棕;Oilpalm;Elaeis guineensis	Herb	GSE28824	Mus musculus	BALB/c	Heart			Expression profiling by array	Total RNA	mouse	BALB/c; Heart	/	distilled water and a normal diet for 6 weeks	GSM714021; GSM714022; GSM714023; GSM714024	oil palm phenolics and a normal diet for 6 weeks	GSM714025; GSM714026; GSM714027; GSM714028	given	GPL6422:Sentrix MouseRef-8 Expression BeadChip
HBEXP000096	HERB006700	YOU ZONG;油棕;Oilpalm;Elaeis guineensis	Herb	GSE30907	Mus musculus	BALB/c	Liver			Expression profiling by array	Total RNA	mouse	BALB/c; Liver	/	distilled water and an atherogenic diet for 6 weeks	GSM766273; GSM766274; GSM766275; GSM766276	oil palm phenolics and an atherogenic diet for 6 weeks	GSM766277; GSM766278; GSM766279	treated	GPL6422:Sentrix MouseRef-8 Expression BeadChip
HBEXP000097	HERB006700	YOU ZONG;油棕;Oilpalm;Elaeis guineensis	Herb	GSE30907	Mus musculus	BALB/c	Spleen			Expression profiling by array	Total RNA	mouse	BALB/c; Spleen	/	distilled water and an atherogenic diet for 6 weeks	GSM766280; GSM766281; GSM766282	oil palm phenolics and an atherogenic diet for 6 weeks	GSM766283; GSM766284; GSM766285	treated	GPL6422:Sentrix MouseRef-8 Expression BeadChip
HBEXP000098	HERB006700	YOU ZONG;油棕;Oilpalm;Elaeis guineensis	Herb	GSE30907	Mus musculus	BALB/c	Heart			Expression profiling by array	Total RNA	mouse	BALB/c; Heart	/	distilled water and an atherogenic diet for 6 weeks	GSM766286; GSM766287; GSM766288	oil palm phenolics and an atherogenic diet for 6 weeks	GSM766289; GSM766290; GSM766291	treated	GPL6422:Sentrix MouseRef-8 Expression BeadChip
HBEXP000099	HERB006700	YOU ZONG;油棕;Oilpalm;Elaeis guineensis	Herb	GSE36576	Mus musculus	BALB/c	Spleen			Expression profiling by array	Total RNA	mouse	BALB/c; Spleen	/	control	GSM897033; GSM897034; GSM897035	oil palm phenolics for 18h 	GSM897036; GSM897037; GSM897038	treated	GPL6422:Sentrix MouseRef-8 Expression BeadChip
HBEXP000100	HERB006700	YOU ZONG;油棕;Oilpalm;Elaeis guineensis	Herb	GSE36576	Mus musculus	BALB/c	Spleen			Expression profiling by array	Total RNA	mouse	BALB/c; Spleen	/	control	GSM897039; GSM897040; GSM897041	oil palm phenolics for 1 week	GSM897042; GSM897043; GSM897044	treated	GPL6422:Sentrix MouseRef-8 Expression BeadChip
HBEXP000101	HERB006700	YOU ZONG;油棕;Oilpalm;Elaeis guineensis	Herb	GSE36576	Mus musculus	BALB/c	Spleen			Expression profiling by array	Total RNA	mouse	BALB/c; Spleen	/	control	GSM897045; GSM897046; GSM897047	oil palm phenolics for 4 weeks	GSM897048; GSM897049; GSM897050	treated	GPL6422:Sentrix MouseRef-8 Expression BeadChip
